"","x"
"1",61.7047979811823
"2",59.6443291965053
"3",62.6371130268074
"4",73.6493490024176
"5",59.8082991161987
"6",82.9472270839333
"7",256.430594242743
"8",75.3270497525767
"9",80.3093414132206
"10",59.6094788412478
"11",257.956531482581
"12",68.7012992679396
"13",119.123342515612
"14",889.514865945732
"15",60.9339268632129
"16",60.8766447531466
"17",64.8620044582254
"18",70.3665693964581
"19",67.4975106091523
"20",60.8322489755121
"21",122.789410002703
"22",59.8681238939682
"23",74.9401388633164
"24",113.947991464886
"25",64.2132205379415
"26",69.7411452944008
"27",111.767917375619
"28",59.9204318405721
"29",69.3243232854276
"30",59.851212207639
"31",158.657086260126
"32",60.8107296925819
"33",79.6923633480598
"34",73.8536879410778
"35",85.3174251710518
"36",70.1736548544209
"37",66.5269980291035
"38",61.4393393230071
"39",77.9567147157535
"40",62.5530501625108
"41",59.5998603262333
"42",83.3993753311903
"43",62.7886379707501
"44",59.5056032543585
"45",69.7746910956862
"46",77.5501615002112
"47",69.4724661576455
"48",65.0362098850852
"49",62.3443792929268
"50",66.7107273710256
"51",168.42192175256
"52",59.8147596760377
"53",169.502275343331
"54",60.8064820993983
"55",NA
"56",62.1966961633227
"57",177.329946106732
"58",60.1360078044609
"59",123.282763183028
"60",75.9769240264969
"61",59.8159771937786
"62",60.096470665807
"63",70.3665765234452
"64",64.2974513626545
"65",61.2185967633098
"66",66.7229197097278
"67",125.937134619651
"68",64.685632322095
"69",90.5917246555847
"70",65.6883236949302
"71",62.2232263255846
"72",62.180364518218
"73",69.7388321925275
"74",59.5997528401845
"75",76.7881345363459
"76",68.4074166682747
"77",60.0361107490918
"78",63.8543491272614
"79",59.8528983233771
"80",70.9715039650423
"81",66.0639054622524
"82",74.429383079886
"83",59.5676374469463
"84",68.8692741672245
"85",72.7449995480108
"86",74.4029743852521
"87",86.953302737642
"88",64.9753558610165
"89",63.6930696608075
"90",85.1454709522223
"91",85.7218338704353
"92",78.9007653631444
"93",289.97676492027
"94",787.408226080167
"95",80.9601046218969
"96",59.6755094549344
"97",65.2549412199756
"98",68.0152545101795
"99",63.4780046980944
"100",61.0535416394114
"101",82.5856861701371
"102",59.5692341109955
"103",390.006548617659
"104",76.3831464384946
"105",82.1095995030296
"106",71.8815756522415
"107",69.8772837921512
"108",121.0973852584
"109",59.5494607558972
"110",67.5656790927937
"111",59.5096939590467
"112",87.4286339404997
"113",63.133682620807
"114",83.2137850956334
"115",59.7370273842484
"116",97.9488964894144
"117",61.1212356313596
"118",64.3977872897197
"119",71.2690706371824
"120",59.7420454176693
"121",62.2159382139024
"122",60.4624246760851
"123",62.2735346840322
"124",59.6085913719776
"125",62.6756317005309
"126",88.3709575709196
"127",63.3775155130889
"128",298.737836226752
"129",171.284894770284
"130",65.0313433745211
"131",80.7540012300616
"132",76.8998519645234
"133",81.2737996729615
"134",65.7409031352198
"135",86.8046057042661
"136",69.8211280633082
"137",65.8747037556956
"138",85.3214599115346
"139",86.3167389949752
"140",321.127938474745
"141",95.6236775796928
"142",74.9771228626949
"143",66.8119206526692
"144",62.7740458413571
"145",77.7721111349852
"146",59.6889254638312
"147",79.5683189690161
"148",60.2756069148074
"149",63.5590829176613
"150",59.5423012460074
"151",59.6754580229212
"152",59.8573584858098
"153",66.7645197685723
"154",83.71057844545
"155",65.4153775742885
"156",60.4525728916918
"157",80.4665595286988
"158",61.4729156556114
"159",75.6418601671318
"160",304.492955642727
"161",61.5771137376548
"162",71.7919817169382
"163",308.500721989312
"164",64.1821577444071
"165",61.0890055186169
"166",59.7493595099732
"167",74.7998854702866
"168",88.1179134813944
"169",81.8214408233113
"170",71.0825746822926
"171",75.2628061173955
"172",64.758877253743
"173",63.8647457939475
"174",62.3696936384296
"175",62.2064317343188
"176",81.2836486985007
"177",59.5055595428329
"178",68.9320962038324
"179",119.378019183355
"180",68.4393925007887
"181",68.532619139772
"182",73.2998851195633
"183",217.958535693953
"184",83.6627995097797
"185",69.6463599840241
"186",76.0987091359026
"187",60.6753897855883
"188",61.5158272599392
"189",224.00213285643
"190",93.887599027553
"191",684.637683012976
"192",160.46048877588
"193",82.3725626718993
"194",60.9188196018626
"195",74.4593723383797
"196",60.755535231449
"197",237.581093115474
"198",60.1646757157885
"199",68.7326875927434
"200",82.6703282728358
"201",166.927652217562
"202",81.5171278001924
"203",61.0678579849324
"204",60.5210927169071
"205",73.2650058302591
"206",445.970542332025
"207",66.4413876930699
"208",315.175047975493
"209",60.834807662547
"210",63.2974761250265
"211",78.0916145751902
"212",82.4988776743969
"213",73.049758115889
"214",273.346229182243
"215",72.6993570722741
"216",65.5735422026869
"217",62.0912319751366
"218",81.6150312169456
"219",166.98661910564
"220",62.817211705879
"221",62.3860999264197
"222",222.814947670901
"223",73.9932355162849
"224",59.5459389528658
"225",59.5542741182146
"226",60.1190175324206
"227",78.16306461299
"228",61.5930798500689
"229",59.5141747988365
"230",978.333467216277
"231",84.9789501624002
"232",61.5937931191316
"233",60.6186338991136
"234",62.7936184878412
"235",68.6101391066681
"236",73.6214912409563
"237",63.6027362102051
"238",59.509277787598
"239",67.1790407727165
"240",59.9502651407709
"241",85.6526651932831
"242",59.7469952678523
"243",116.611685476548
"244",59.6017006065518
"245",145.80751990031
"246",68.9556813813654
"247",59.5120846551304
"248",59.9689616954082
"249",65.9841455416582
"250",75.3654071761118
"251",60.9492109416368
"252",65.4706111757183
"253",63.4131789723643
"254",61.9297774868005
"255",73.5669751470242
"256",60.5489130755876
"257",59.5341144655272
"258",230.777472971461
"259",83.3294389266232
"260",73.3410095934578
"261",76.9969338495366
"262",60.8796133014048
"263",68.0924123365835
"264",71.468647471583
"265",61.8801612826715
"266",71.2163537914605
"267",76.2022013970472
"268",61.1072587282128
"269",143.174417165225
"270",80.6702703720024
"271",108.548717954676
"272",59.6355789473261
"273",76.3224312831562
"274",72.3578596719184
"275",82.7312614228914
"276",68.413799597287
"277",68.7283293611985
"278",124.10409994469
"279",69.8017871586142
"280",61.100156519349
"281",66.0410408717607
"282",59.7235168913226
"283",80.2010067080586
"284",75.0306628716381
"285",61.1210835324639
"286",173.672522855949
